Source,Target,weight
587019288101298,Aaron's Animals,5807
14967739613,Mia Sable,1850
705516686211670,Kristen Tuff Scott,8408
148985881781429,詹姆士,9038
91387318010,Alberto Sardiñas,8003
606249199414870,Tim Peake,4091
9269711759,Arnold Schwarzenegger,1746
874809065867418,蘭競恆Jerry,765
401798976527887,Isabella Castillo Oficial,8412
489875024466229,Anto Sharp,7207
248484788636317,Piernicola Pedicini - Portavoce M5S al Parlamento Europeo,949
113940341961437,Jillian Harris,4501
109776135701491,Prashant Pillai,6014
1567045320236082,Leslie Wai,3635
1608273286118653,Maximiliano Topmodel 2015,5375
478860835513406,Felicia Hargarten,7964
335234636653079,Katrina McCaffery,3019
786076348104841,JMatt,5671
462789493869856,Lucky Blue Smith,6842
66078342063,Lara Logan,11153
1474030132881615,Scott Mills,9394
26069165235,Dante Gebel,9037
50401592742,Bryant McGill,3000
130531887016423,WhatsUpELLE,9487
160167964035126,VINZ,6404
169116033142860,Rob Weiss MSW,7127
20414147096,Dasmond Koh,3721
445028685671831,Luke Hines,9843
1436945603269005,Rose Adam,1586
404424693091537,林睦言 Vic Lin,1146
102987286413705,Dr. John Douillard,132
636309919756362,Andrei Muraru,10090
1409722542592330,Jeannine Michaelsen,1561
124749077572956,Itsjudytime,9815
128434360534863,Stefano De Martino,6316
354205651666,Women Of Letters,7357
443369982479507,WBZ Nick Giovanni,6791
237498743380936,趙正平 趙哥,3415
150478971773172,黃宥傑 Antonio,2913
263447230506767,Arielle Reitsma,9242
810377085675077,Gary 'Angry' Anderson - Official,9176
563071857116825,Flora Coquerel Off,6241
1481582742068257,Mark Tercek,8220
40675364193,Headkrack,6861
215160378587856,DelayLP,11057
449926258397480,Mario Andres Ruiz,1549
114393011972008,Oh So Cynthia,9875
273957442746146,Ralf S. Rho,6625
12451696549,梁詠琪 Gigi Leung Wing Kei,7054
1384411411773345,Giovanni Endrizzi,10778
327532650592255,Dave Hester,10809
424207551102424,POTUS 44,11362
201814950931,Jimmy Lakey,6018
1449186785352393,Sérgio Brito,8090
639707489436587,Angel Tatjana,313
1626710280879817,Christian Rauch,5519
6939574006,Batman,11461
144635617006,Stuart Brazell,8494
210567498959624,董嘉儀 Lulu Tung,990
471313606303217,Ami Desai,8400
187108917975409,Raya Abirached,2231
256119077828609,Rafael Araneda,10811
110941452293389,Barbie Bassett WLBT,7570
932173560139717,呂孫綾,7068
20031693058,Julia Louis-Dreyfus,8692
23194608344,The Christian O'Connell Breakfast Show,3088
143132079108702,Robert Creighton,4457
283920101644557,EnjoyPhoenix,2203
252320155847,Pierre Hébert,782
156935934404155,Gotta B Country Radio Show,9099
106913809374547,"McGrady, the Fabulous Deaf Dog, and Friends",2582
294924317191703,Sarbjeet Ladda,9885
158085877733595,Benni Bauerdick,1875
252213478273633,Céline Morel,4459
73182534588,Chino Leunis,8185
820165001428876,Amanda Elise Lee,5580
189137874437809,Freddy Holzapfel Radio PSR,6254
621397491286692,Bispo Formigoni,232
570496276382269,Corey Scherer,5854
454176337959044,Jules Sebastian,2155
455810877773376,Newtiteuf,7687
260365460647855,Mircea Geoana,4215
761500833951305,Felipe Castanhari,4086
110894438925989,ELIANA FRANCO,6247
209121632565692,Marcus Poschlod,5078
107564821529,Shan Boodram,9703
329145352764,Jennifer Broome,194
535381589813435,Pietro Grasso,10455
333452223402107,Yani Latorre,7145
392268724201923,Hello Fashion Blog,9475
1232476590106320,Nitibha Kaul,9225
391396000937067,Philippe Saurel,5154
102299273142400,Guy Fieri,2880
116680805052224,Mikeligna,9996
171228208180,Matt Morris,3643
199091193806979,Lau Malagon,48
327297171807,Simple Steps Real Change,117
324944035855,Jasmine Sanders,39
191070965438,容嘉,1325
108527061348,Melissa d'Arabian,849
295387263920,Enrique Santos,10397
266482393456225,Claudia Switala RADIO PSR,2684
195427243812989,J.D. Greear,9362
269143336465041,Alexandra Badoi,4479
238976776171492,Josh Fawaz,10058
178760465492028,Cassidy Hubbarth,3552
19641570381,Celebrity Chef. Gianfranco Chiarini,1802
197190400337483,Kristi Ling,9178
234439186643377,安小蕎(Angel-Ann)粉絲玩美後援會,10957
273031552744451,Adriana Catano,5279
109328137454,Liz Fuller,11273
639158662932865,Gavin Grimm,3670
173383392679386,Nick Cannon,7650
451494618296663,Jennifer Valentyne,10187
744768125574095,蘇麗珊 Cecilia So,2446
50965406661,Kandee Johnson,8945
126621664049292,The Carla Marie,10862
1697673533869752,Barbie South Africa,7860
1453912118197089,Juanma Salazar,11119
653092548048400,David Cameron,10622
374864109060,Adrian Jalaludin,4612
1704956276415563,Danney Williams-Clinton,2497
780721685308936,Tako Natsvlishvili,3369
81348477963,Archbishop Nicholas Duncan-Williams,6017
405566912901223,Ferdie Pacheco,4276
212472640067,"Gabriel Cousens, MD",4445
943998399006117,Esteban Martínez,6153
560165607400795,Beautycrush,8614
481211185387096,Elettra Miura Lamborghini,7695
1072500356227830,Terry Gannon,7263
207503732613999,Chia Shi-Lu 谢世儒,3144
262414490461388,Vitto Saravia,8281
64025370371,brie gabrielle,7027
470201749672562,Kate Spencer,1662
431035763934153,Bundespräsident Frank-Walter Steinmeier,6003
607038022732333,Daniel Barros,6574
58665958526,Zainab Salbi,11232
33220293070,Colin Mochrie & Brad Sherwood,10227
944631752313366,SF9,5329
1141339582558342,Sam Champion,10109
136184619741164,Sota Black,4236
149441091733347,Swoozie,3927
127355250693183,Lin Sue Cooney,7495
184049470633,Bruce Lee,1134
191558597552283,Enrique Jacob Rocha,3590
173202566407,Terry Meiners,9787
110770359019745,Luiz Bacci,3616
729225553797485,Meteorologist Jason Nappi,8729
489457854461157,ישראל גל - ראש עיריית קריית אונו,4680
176539802376111,Niekryty Krytyk,2080
135626116448861,Yann Arthus-Bertrand,5869
1497462493875471,Kenya Moore,1167
335727006471499,Lori Burns Allen,7592
217915348260609,Vovó Palmirinha,901
232788843580414,Eduardo Bolsonaro,6737
147195615351993,Ruby Gettinger,8120
140633676146720,金莎Mimi 陳蘊予,9338
108644105856808,MarcelaaMQ,3462
180070135435670,喜歡玩各種電動遊戲~Sandy*,1587
113457545359544,Daniel Gordon,4304
207215176017122,Giulio Golia,9056
184686198281932,Happy Dj Tracy@Hit fm90.1,783
257007256540,Danielle MacKinnon,329
211700798852835,El Escorpión Dorado,1344
258448437600660,Boby Chemmanur,8739
393545890697847,Zach Sang Show,9956
292596857516220,Anima,4306
224461337725812,Kyal and Kara,1030
388077574647352,Kiren Rijiju,9899
155222014514916,李小星,7736
206470312730609,Columba 93.3,2824
227670493951713,Mel H Abraham,10710
297940276925027,Leanne Petty,7317
584128254970309,U Yi - Amelia,882
232330153542797,Gilles Lurton,6050
222250534647548,Kloquis,6665
10458079254,Daniel Koek,2834
458727207507781,Mike Rashid mikerashid.com,2039
301131423429566,Jade Elizabeth Roper,4584
847813488578366,Marla Solís,8162
102289881164,Amr Khaled,4977
147241508629950,Mike Foster,9854
172934526199125,Emanuele Scagliusi M5S,9093
726893980695893,Jeremy Pastel,5397
1647039072176630,Lauren Wasser,898
112332998808842,Cristian Bușoi,1859
507513705925613,Damn Delicious,1083
416968758348610,Yamina Benguigui,5982
137869716286564,Mette Blomsterberg,9726
210022728446,Angie Aker,260
353909191473562,Darren Chester MP,10948
506257612783503,Mica Hughes,5581
987089811385350,4U,3898
820411221317089,Professora Marcivânia,1936
1708802489363499,Roberto Hernandez,3914
646560362102086,Tracey Huges - Protecting Community Values,11310
848204638535171,Victor Mids,5452
218229908192363,Julien Blanc,5320
123481914338354,Rajita Chaudhuri,9713
282833978501,WSFM with Jonesy and Amanda,392
165020040452,Cara Carriveau,11283
332549076776102,Red Dela Cruz,10476
1547581158892898,Alvaro Ojeda,3309
134972863224690,蔡佳麟請你來讚聲,2409
1552166971700984,Faydra Koenig,10719
265200206855941,Papa Obet,11002
136410256371561,Eviel Pérez Magaña,10013
225874137447967,Filosóraptor,11377
420423790098,Florence Foresti,1812
172797842746017,Dan Wheeler QVC,9559
1466663313624335,MasterChef Australia: Sara Oteri,6836
365293368610,The fashion fruit,10521
462283243921438,Matthew Hopcraft,2840
324620691524,Helen To 杜如風,3555
1455361171430899,Katie Angel,2643
668976853114153,賴呱呱-Doris,8316
128832427199686,Kayden Boche,1143
707260116023417,Rafael Beutl Official,4992
492062370947212,Sarah Louise Bryan,8647
834901486592558,焦曼婷,8800
140135619341279,Josh Widdicombe,3886
280763377379,Philippe Bond,3436
161108443953070,Aless Gibaja,10784
1718839168156525,Mary Nelson QVC,5973
1384266908527734,Vegan Bros,963
1419181621637713,Mary Kay Henry,10275
238050369880161,Tara Campbell,5654
1574413842848069,Chris Melberger,2217
1672027013047261,Olivia Peralta,8954
852926604746233,洪慈庸,2646
509238069265408,Laurita Tellado,347
475483455877810,Josey Greenwell,10310
183963306962,Rachel Elizabeth,6718
275351475924745,Doctor Desconocido,4158
125511330830990,Malaysian Chef Norman Musa,2322
404095796373469,The Leo King,9315
148937525268547,Shama Hyder,1459
242485055944199,Rafaella,6024
155160011329202,Jay Manuel,6977
604202296374324,Daniel DiPiazza,5039
212188109130644,Rusty Keys - FM100.3,6698
175487765845485,Jan Hahn,1941
10325470529,Eric Cantor,4008
144346273370,Carmen Boquin,7696
122246424482095,豆花妹 蔡黃汝,7204
291776394262100,TwoEpicBuddies,10651
102567386503340,Ed Young,7896
259451701667,Jeffrey Alan Marks,6526
156623362172,Richard D. Wolff,7877
450386674985275,Michele Pillar,3644
343887056586,Cookie Monster,1332
151403348268562,Dolvett Quince,1955
219954699937,楊晨熙,8465
320247047930,Leah Darrow,9482
162216643841616,University of Oregon Duck,6946
177284372310570,TJ Smith,3726
2217611505129663,Rodrigo Murray,7904
192317134152309,Rachel Martino,3056
597652357087656,Tom Perez,144
445066112235739,Gominho,10884
169216239818989,Cristina Ehrlich,7921
308344782803,Matthew Lush,11545
66474217132,Angélica Camacho,1316
1774320469460240,Sammy Wilk,6097
231408733582529,Pastor Wilfredo De Jesús,10486
171249666258360,Jim Shockey,10580
118171441539265,KPRC2 Lauren Freeman,10465
309438082400577,黃瑄-Venus,673
175061719349041,Ben from Brisbane,10740
136159436500394,Der Max,9849
264317113612474,Jessica Cribbon,5006
151361585015650,Mackie Shilstone,9637
254818007993917,Khalid Bounouar,6939
171321176308,Valerie Waters,4323
79728204406,Philip DeFranco,8063
523274877805883,Sophia Thiel,3293
196972830357978,Alex Holmes,10972
976898002323012,Dominique Heller,551
1199257046797082,Julie Steines,10373
514745838612177,Sodin,4139
124632230915020,Luciana Genro,9678
466577786709865,陶嫚曼Mandy,3483
148551441890956,Sebastian Arango,5496
228681057204987,Victor Slav,11071
117039244993243,Ryan Kahn,11156
238210166215044,Nanz Chong-Komo,9425
44041593062,Michael Aranda,8681
392361547535262,Celso Portiolli,10579
156675417721203,Chris and Wes,6514
808929852474792,Sebastian Clovis,3005
255815459984,"Wendy Rosen, American Made Advocate",3241
113048685453496,Nirkiop,2895
1744487679105839,Pornsak,3110
151906908192558,于小文-粉絲後援會,5551
175844469121530,Selena Azizi,3008
195023450507823,Martha Erika A. MorenoValle,909
107969332583218,PAPIS LOVEDAY,2386
33363848080,La Perrera de Salsoul,9655
297255383792585,寶島叫賣哥 - 葉昇峻,11161
124430621007152,魔術師Jeff Lee-李佳峰,8319
185733358679,Salvatore Aranzulla,3222
281704038527293,鄒承恩 JaSon,10179
336291553225780,Max Jr,3918
44636749901,Joe Rogan,11468
796875207048357,Iris Mittenaere,11242
1493983807539859,Darian Alvarez,5571
776407075805939,David Kimmerle Official,2978
360963210611332,Mary Bukoh 巫许玛莉 - Love 97.2 FM,937
541205619273635,Mark Ormrod,10031
221909329212,Laci Green,3294
322607391091431,Lauren Drain,3792
365247591983,Janine Rose,10638
265604493642066,Jaser,842
68359186992,Fran Drescher,9521
103180767273,Blair Fowler,1452
461389557290893,Jamon The Pig,7792
180022647696,Kyra Williams,2423
115693438459547,Shaun T,8462
121157734607309,Vittorio Sgarbi,11056
173291832719424,Bispa Sonia Hernandes,4974
1406667239628333,Pingue-Pongue com Bonfá,4697
17457692073,Dean Graziosi,5432
615754811870935,Oriol Pamies,1338
193053244043557,Dr. Hubert Burda,4340
122843331140437,Tim Heilig,2403
53128748672,"Mutah ""Napoleon"" Beale",8454
1480860002130903,Kurono,2448
250020918360519,Jay-Jay Harvey,10966
120990641289592,Bullysteria,10935
1736622436585388,Kimberly Budinsky,8471
260755470756906,DJ Barney,3913
588409037868196,Nikki曾韋綺,6799
184231868315206,Rev. Samuel Rodriguez,4808
320289585654,Amy Bruni,5103
287713591334572,Reggie Batts,1999
213311595383,Fiammetta,3146
110397035654254,是元介,3937
632184113535510,Klaus Iohannis,2285
215400241950205,YUNA 林真亦_tw,9879
822210631137638,João Paulo Kleinubing,10927
288619224593131,BeauDamian,10329
611143352267214,Betty Taube,4400
101751299961228,Duverman,10206
225353397503225,Zunaid Ahmed Palak,431
119038604117,Yasmien Kurdi,10365
231562746902935,Jeetz Radio,5064
241817470603,"Martin Latulippe, CSp",6234
703588453084400,Anna Victoria,9782
205084582857520,Nicky 林慧慧,6658
114696805612,Kim Kardashian West,8293
134338579989292,Totalement Tom,271
1635029240118772,Marco Ferri,11368
304572402950345,SMA it Forward with Cashel,8668
133367933350169,DARIO DOIMO,4334
109483419094602,988 DJ : 沈小岚,6944
210495652385071,Matt Doran,4788
1455098061477142,Cathy Lugner,7575
1573735382857536,SketchShe,4898
105031872868818,Leslie Wimes,10229
136832079670438,Jacek Saryusz-Wolski,5709
759871167393365,Linda Katehi,9915
137986449552532,Ana Patricia Gámez,4653
1591425804436514,Jose Santana,358
186421034738765,Alex Ruiz oficial,4259
681034488647236,Elvis Naçi,1273
109614697523,Cheryl Torrenueva,6491
172716696103329,Andrew Freiden NBC12,9464
137507582949705,Hiromi Oshima,5045
520581767956825,Lil' Moco,847
24674986856,Michael Moore,9642
293096372018,Kabaret Smile,4751
542031812538654,Kayler 凱樂,4336
213345512017057,Sherri Shepherd,6796
157438397599758,Trista Sutter,7099
583364188403953,Santiagopgm,10890
691185064241301,Daylyt,10380
653083434766768,Isabeli Fontana,9513
760599740658308,Kim Sullivan,4474
146122805466991,Rochelle Humes,1129
36419081123,SiriusXM Morning Mash Up,1754
464966540208466,Trinitee Stokes,3652
151247814696,Gemma Lee Farrell,16
235350193154620,Taciele Alcolea,3736
233777063304102,John MacArthur,2433
305656819530786,"Manuela Reibold-Rolinger, Fachanwältin für Baurecht, Autorin,TV-Moderatorin",5292
169756485873,Nonna Maria and Friends,9406
117397601625518,Stacy Igel,3336
395396817277517,Stefano  Fisico,7309
199804933482340,周穎立 Isabella,3481
179455013879,Venetian Princess,4601
219292204896752,Ed Harrold,1619
333567866681377,Fabio Mancini,4962
79314173848,Chee Soon Juan 徐顺全,5585
386638348254,Pete Ruf,11550
113844951975149,LIONT,425
279599118819846,Venus the Two Face Cat,3012
109345474209,Elena Lipson,591
204492749561523,Cajafresca,8474
1520441731563835,Marlene Mourreau,5751
116968191782014,Ashley Kaltwasser,9740
132507420115778,Francisco Randez,5952
682301615238760,Angelina Topmodel 2015,9927
608206922673936,Daniel Boschmann,2309
166611223370491,Baked by Rachel,8103
752929458066015,Jazmin Pinedo,9901
49934926053,Hannah Stonehouse Hudson,78
753843181375039,Andera Gadeib,7609
118926571501124,Joanna Krupa,10646
189966197779301,Andy McDermott,9640
1376571485898512,Lucy Flores,6294
115599617324,Laura Kirkpatrick,3998
255794284496232,"Stuart Reardon, Professional Athlete and Model",467
649841445046440,Rix,772
276802375336,Delilah,1315
1632544373726722,Ed Balls,8405
118636710358,chef gui alinat,889
256568987851401,Arthur Vines,2320
221516794552211,CommanderKrieger,8562
181045158633821,Adam Williams PAGE,8204
320235231445988,Alexandra Maurer,333
212606855445497,Pasquale Rotella,11181
685093014945759,Vanessa Fuchs,5603
186608278039397,Doris Golpashin,379
414651871934539,Harjinder Singh Kukreja,4976
866213793454158,Cheryl Hickey,7857
168328003192357,Carolyn Gracie QVC,539
666828473438794,Pancho Mercado,1649
550957664920839,988 DJ : Jason 潘小潘,9067
151288401609337,楊時修EricYang,5880
120630701344194,Jaclyn Swedberg,6163
733027230094003,Wendy Treat,1678
12534674842,Albert Einstein,10566
107652122658866,黃沐妍-小豬,6400
140628455971871,Mondo Guerra,8218
139077752958500,Todd Mckenney,4081
175656579584634,David Green,7325
124532674402429,鄭銘坤,2151
142580229511137,Remembering S R Nathan,2099
372440236133310,All India Bakchod,6228
203236519715024,Chuck Norris,2902
251024555066907,B1A4,6194
120452414631981,Christine Dwyer,10082
187088493781,Mr.Capone-e,8287
127882247420,Jillian Michaels,5374
296948183790630,Kaiko,10429
118074121050,ClioMakeup fun page,2406
232613611009,Kathie J.,524
144013002376400,袁來是美女-最愛軒軒粉絲團,8260
344592745502,Kiptyn Locke,357
57562646626,Baby Rabies,6420
7906874727,The Crabb Family,7601
73198256682,Nikki Z,5848
134517281170,Kelly Ayotte,7240
257428099225,Laura Benanti,8924
13698599629,Dr. Mostafa Mahmoud,966
717005028334906,Beverly Gooden,1231
175194065867174,Shawn Killinger QVC,1593
213575525345984,Monster Energy Girls,3773
188654127836632,Shruti Arjun Anand,9866
414773521995169,Dr Tabasum Mir,7625
266592840118492,Dalia's Kitchen مطبخ داليا,10144
7673219081,Hannah Tan,4263
338219573052490,Jüli Mery,371
567561543262997,葛兆恩 寶弟,3108
140823449325140,Mike Donavanik,6947
143693172315644,唐玲LINGLING粉絲頁,1948
112308765942,Ross Mathews,6086
9583477694,Adryenn Ashley,5998
1043384045731985,Jordan Rodgers,56
294770854057858,Yumi.k,7786
8989836574,"Kenneth ""Kenny"" McCormick",2711
223873657682510,The Elegant Universe,5136
113748785372900,Danielle Walker's Against All Grain,2726
140505699476735,Chua Eng Leong,9064
829603170442203,Alexandre de Moraes,8193
374017150908,Loveline,7063
120331348101,Lesley Van Arsdall,3585
48622973199,Kiko Pangilinan,4331
59000888437,David Bach,2513
1619662974962535,Meg Maley,6678
182836328407031,台灣新力量/羅致政粉絲團,2826
108872505100,Zakes Bantwini,2025
322051644584693,Trippy Turtle,10331
457316270950639,Poladoful,6469
173831716053203,CloeCouture,2903
291187910996215,Saycon Sengbloh,10158
581243085280080,Jay and Dan,7404
112952622075455,Rosie Mercado,6941
104231109627167,TmarTn,1172
627819007316489,張家慧,1628
377491452307608,Healing Histamine by Yasmina Ykelenstam,10386
175867872546763,Asia Monet Ray,1418
1126200034082810,Brent Goble,5616
1627061017521038,Paola Carosella,3851
216821905014540,Jason Godfrey,11017
145260548838109,Shaa Wasmund,7359
65676345841,James Spann,171
59217108328,Lucha VaVOOM,8345
703672803061321,陳夢晨Mornin,731
37959544704,Stephanie Hirst,4205
1477229042560290,Jason Rockman,10551
435537496553314,Letsreadsmallbooks,4909
546670422037570,陳凱倫,1799
119611778096213,Amber Rose,8241
95742797318,Miss Richfield 1981,3368
268178776561033,Primo Rafa Bautista,1904
1595954257284945,Jess Conte,8199
207005766100159,I'M 糖可可．鄭苡玟,3256
498459303530807,陳允澤 - 阿蹦,7209
130576603622325,Brad Williams,3865
173227639725,manniac,314
12365702391,Annabel Karmel,3275
154463907926286,Eric Weisfeld WMBF,7191
136712743190557,xLaeta,9
110037345685005,Alexis Jones,6923
6107783805,A Life Worth Eating,8828
